role,title,company,city_clean,region,country,job_count
Data Analyst,Quality Conformance Manager / Data Analyst (d/m/w) für AIRBUS Helicopters,SimpleXX GmbH,Donauwörth,,Germany,1
Data Analyst,Cost Data Analyst & Controller für Projekte/Turnarounds (m/w/d),Stölting H.i. Personalservice GmbH,Gelsenkirchen,,Germany,1
Data Analyst,Open Data Consultant (w/m/d),CONITAS GmbH,Mainz Am Rhein,,Germany,1
Data Analyst,Web Analyst Datenanalyse & Business-Insights (m/w/d),Walbusch Gruppe,Solingen,,Germany,1
Data Analyst,Data Science & Analytics (m/w/d) – langfristig,Tepto GmbH,Schloß Holte-Stukenbrock,,Germany,1
Data Analyst,Data Science & Analytics (m/w/d) – langfristig,Tepto GmbH,Marienheide,,Germany,1
Data Analyst,Werkstudent*in Data Analytics und Dashboarding,Mercedes-Benz Group AG,Sindelfingen,,Germany,1
Data Analyst,(Junior) Controller / Financial Data Analyst (m/w/d) Hybridrolle Finance & Data,ODDSET Sportwetten GmbH,München,,Germany,1
Data Analyst,Praktikum Data Analytics und Reporting / REF285647U,Robert Bosch GmbH,Frankfurt Am Main,,Germany,1
Data Analyst,Data Analyst / Einkaufscontroller (m/w/d) im Strategischen Einkauf,Fritz Berger GmbH,Neumarkt In Der Oberpfalz,,Germany,1
Data Analyst,Asset Management Analyst - Real Estate (w/m/d),AXA Invest. Managers D GmbH NL Frankfurt,Frankfurt Am Main,,Germany,1
Data Analyst,Data & Analytics Consultant,Holtkamp Consulting GmbH,Nordhorn,,Germany,1
Data Analyst,Projektmanager (m/w/d) Data Analytics,Tintschl Technik GmbH,Karlsfeld Bei München,,Germany,1
Data Analyst,Senior Analytics Engineer - Data Modeling (m/w/d),Bertrandt AG,Gütersloh,,Germany,1
Data Analyst,Cloud-Security Analyst (m/w/d),Flughafen Düsseldorf GmbH,Düsseldorf,,Germany,1
Data Analyst,Praktikant Data Analytics Batteriezellfertigung (w/m/x),BMW AG,München,,Germany,1
Data Analyst,Operational Data Reporting Analyst - Energy Sector (w/m/d),50Hertz Transmission GmbH AD Berlin,Berlin,,Germany,1
Data Analyst,Sales Data & Pricing Manager:in (w/m/d),Kalorimeta GmbH,Hamburg,,Germany,1
Data Analyst,Referent*in (m/w/d) Data Governance & Self-Service Analytics,Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin),Bonn,,Germany,1
Data Analyst,Werkstudent Data Analytics (w/m/div.) / REF284801H,Robert Bosch GmbH,Plochingen,,Germany,1
Data Analyst,Referent*in (m/w/d) Data Governance & Self-Service Analytics,Bundesanstalt für Finanzdienstleistungsaufsicht,Bonn,,Germany,1
Data Analyst,Senior Analyst Customer Data & Marketing Technology (m/w/d),Messe Düsseldorf GmbH,Düsseldorf,,Germany,1
Data Analyst,Sustainability Data and Audit Analyst (f/m/d),Techtronic Industries ELC GmbH,Winnenden,Württemberg,Germany,1
Data Analyst,Senior Data Engineer (m/w/d),LZ Informatik,Nürnberg,Mittelfranken,Germany,1
Data Analyst,Projektmanager Data Analytics (all gender),ALTEN Consulting Services GmbH,München,,Germany,1
Data Analyst,Sustainability Data and Audit Analyst (f/m/d),Techtronic Industries ELC GmbH,Winnenden,Württemberg,Germany,1
Data Analyst,Marketing Automation & Data Specialist (m/w/d),clicks digital GmbH,Dresden,,Germany,1
Data Analyst,Supply Chain Expert - Data und Sourcing Analyst (f/m/d),E.ON SE,Essen,Ruhr,Germany,1
Data Analyst,Praktikant Data Analytics Physische Logistik (w/m/x),BMW AG,Regensburg,,Germany,1
Data Analyst,Praktikant Automotive Security und Data Analytics (w/m/x),BMW AG,München,,Germany,1
Data Analyst,Consultant Data Engineering (m/w/d),alphaQuest GmbH,Ulm,Donau,Germany,1
Data Analyst,Sustainability Data & Audit Analyst (f-m-d),Techtronic Industries ELC GmbH,Winnenden,Württemberg,Germany,1
Data Analyst,"Head of Data, AI and Automation (m/w/d)",Kresse & Discher GmbH,Offenburg,,Germany,1
Data Analyst,Junior BI Analyst (m/w/d) - SQL & Power BI,Pinguin - System GmbH,Dornburg,Westerwald,Germany,1
Data Analyst,Senior SAP Data & Analytics Consultant (BW/4HANA & SAC)  (m/w/d),univativ GmbH,Kabelsketal,,Germany,1
Data Analyst,Senior Pricing Analyst (Global Pricing),Delivery Hero SE,Berlin,,Germany,1
Data Analyst,Tradebyte Senior Product Analyst - Data Products (all genders),Zalando SE,Ansbach,Mittelfranken,Germany,1
Data Analyst,Data Security Analyst (Microsoft Purview) (all genders welcome),COSMO CONSULT Group,Neumarkt In Der Oberpfalz,,Germany,1
Data Analyst,BI & Analytics Specialist (m/w/d),Peagle GmbH,München,,Germany,1
Data Analyst,"(Junior) Data & Market Analyst (m/w/d) - Bildungs- und Arbeitsmarkt,Hamburg,Rostock,Hanno...",IBB Institut für Berufliche Bildung AG,Rostock,,Germany,1
Data Analyst,Analyst Meldewesen (w/m/d),TARGOBANK AG,Mainz Am Rhein,,Germany,1
Data Analyst,GIS Analyst (m/w/d),Akkodis Germany Tech Experts GmbH,Köln,,Germany,1
Data Analyst,Business Analyst:in Stammdatenmanagement (w/m/d),IBYKUS AG für Informationstechnologie,Erfurt,,Germany,1
Data Analyst,Business Analyst:in Financial (w/m/d),IBYKUS AG für Informationstechnologie,Erfurt,,Germany,1
Data Analyst,Business Analyst:in Agrarförderung (w/m/d),IBYKUS AG für Informationstechnologie,Erfurt,,Germany,1
Data Analyst,Prozessoptimierer (m/w/d),FERCHAU GmbH Niederlassung Oldenburg,Papenburg,,Germany,1
Data Analyst,Analytics Engineer (m/w/d),grey engineering GmbH,Mülheim An Der Ruhr,,Germany,1
Data Analyst,Datenbankanalyst (m/w/d),FERCHAU GmbH Niederlassung Karlsruhe City,Karlsruhe,Baden,Germany,1
Data Analyst,Sachbearbeiter Datenaufbereitung und -analyse (m/w/d),FERCHAU GmbH Vertriebsstützpunkt Schwerin,Schwerin,Mecklenburg,Germany,1
Data Analyst,Datenanalyst*in mit Schwerpunkt Preisgestaltung (m/w/d),ARCTIC GmbH,Braunschweig,,Germany,1
Data Analyst,Daten-Analyst (m/w/d),IndustrieAlpine GmbH & Co KG,Berlin,,Germany,1
Data Analyst,Fachsupport agree21 IDA und agree21 Analysen (m/w/d),Atruvia AG,Karlsruhe,Baden,Germany,1
Data Analyst,Trainee Produktdatenmanagement (m/w/d),Bauhaus AG,Mannheim,,Germany,1
Data Analyst,Process Analyst (m/w/d),AXA Konzern AG,Köln,,Germany,1
Data Analyst,NTT DATA Business Solutions Global Managed Services GmbH: Automation Business Process Analyst (f/m/d,NTT DATA Business Solutions Global Managed Services GmbH,Bielefeld,,Germany,1
Data Analyst,"Data Analyst (m/w/d) mit Schwerpunkt BI, KPI & AI, Maria-Reiche-Straße 2a, 01109 Dresden",Solarwatt GmbH,Dresden,,Germany,1
Data Analyst,Teamleitung Daten- und Prozessanalytik (m/w/d),Netto Marken-Discount Stiftung & Co. KG,Maxhütte-Haidhof,,Germany,1
Data Analyst,Werkstudent Analytics Engineer (w/m/d),Nölken Hygiene Products GmbH,Windhagen,Westerwald,Germany,1
Data Analyst,Werkstudent*in HR Metrics DACH (w/m/d),Schneider Electric GmbH,Düsseldorf,,Germany,1
Data Analyst,Business Analyst Expert Digitale Identitäten (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover,,Germany,1
Data Analyst,Senior Specialist Prozessanalyst (w/m/d),TARGOBANK AG,Duisburg,,Germany,1
Data Analyst,Systemingenieur Digitale Architektur (m/w/d),univativ GmbH,Bremen,,Germany,1
Data Analyst,Systemingenieur Digitale Architektur (m/w/d),univativ GmbH,Kiel,,Germany,1
Data Analyst,Senior SAP Analytics Manager (w/m/d),Aareal Bank Group,Wiesbaden,,Germany,1
Data Analyst,Consultant Financial Planning & Analysis (m/w/d),Intelligence Unit Service AG,Braunschweig,,Germany,1
Data Analyst,Dataarchitekt (m/w/d),MOGUNTIA FOOD GROUP GmbH,Georgsmarienhütte,,Germany,1
Data Analyst,Internship – Optimization of Reporting Processes & System Integration / Global Demand & Supply,Continental AG,Hannover,,Germany,1
Data Analyst,Referent Business Analyse/ Data Science/ AI-Engineering (...,Gebeco GmbH & Co KG,Kiel,,Germany,1
Data Analyst,Masterarbeit Datenanalyse und Anomalieerkennung in Antriebsstrangkomponenten (w/m/x),BMW AG,München,,Germany,1
Data Analyst,Werkstudent Spare Parts Management EMEA (x|w|m),Sartorius Corporate Administration GmbH,Guxhagen,,Germany,1
Data Analyst,Praktikum im Bereich Forschung / Datenanalytik / Studien,Fachinstitut für Statistik Ulrich Stefenelli,Würzburg,,Germany,1
Data Analyst,Masterarbeit (m/w/d) mit dem Themenschwerpunkt Datenanalyse mit KI in der Qualität,ABB AG,Mannheim,,Germany,1
Data Analyst,"Spezialist quantitative Erst- und Rückversicherung (all genders) Münster, Düsseldorf",Provinzial Holding AG,Düsseldorf,,Germany,1
Data Analyst,Payment Specialist POS / eCommerce (m/w/d),Netto Marken-Discount Stiftung & Co. KG,Maxhütte-Haidhof,,Germany,1
Data Analyst,Praktikant Financial Planning & Analysis (m/w/d),Intelligence Unit Service AG,Braunschweig,,Germany,1
Data Analyst,Customer Experience Analyst (m/f/d),Hays Professional Solutions GmbH Standort Dortmund,Raunheim,,Germany,1
Data Analyst,Assurance Analyst - Finance w/m/d,Computacenter AG & Co. oHG,Kerpen,Rheinland,Germany,1
Data Analyst,Tableau Dashboard Entwickler (all gender),ALTEN Consulting Services GmbH,Weeze,,Germany,1
Data Analyst,IBM Client Innovation Center Germany GmbH: Werkstudent (m/w/d) Business Operations,IBM Client Innovation Center Germany GmbH,Magdeburg,,Germany,1
Data Analyst,Referent Datenanalyse (w/m/d),Kassenärztliche Vereinigung Rheinland-Pfalz,Mainz Am Rhein,,Germany,1
Data Analyst,SAMSUNG - Business Analyst (m/w/d) Deutsch / Koreanisch / Englisch,a-team Zeitarbeit und Personalmanagement GmbH,Eschborn,Taunus,Germany,1
Data Analyst,Senior Expert Lead Customer Insights (m/w/d) - befristet auf 2 Jahre,Fressnapf Holding SE,Krefeld,,Germany,1
Data Analyst,E-Commerce / Marketing Analyst (m/w/d),Bürklin GmbH & Co. KG,Oberhaching Bei München,,Germany,1
Data Analyst,Business Intelligence Analyst (m/w/d),HABA Group B.V. & Co. KG,Bad Rodach,,Germany,1
Data Analyst,Datatypisten (m/w/d) / BÜROHELFER  (mIwId),Jobdistrict GmbH,Hamburg,,Germany,1
Data Analyst,Junior Credit Analyst (gn),PS Direkt GmbH & Co. KG,Düsseldorf,,Germany,1
Data Analyst,#14329 Senior Marketing Analyst (m/w/d),Constaff GmbH,Köln,,Germany,1
Data Analyst,Scientific Researcher (f_m_x) - Space Physics and Space Weather,GFZ Helmholtz-Zentrum für Geoforschung,Potsdam,,Germany,1
Data Analyst,Mathematiker Schaden- und Unfallversicherung (m/w/d),INTER Krankenversicherung AG Direktion,Mannheim,,Germany,1
Data Analyst,Senior Financial Analyst (m/f/d),Nexperia Germany GmbH,Hamburg,,Germany,1
Data Analyst,Teamleiter (m/w/d) Commercial Analytics,Hoffmann SE,München,,Germany,1
Data Analyst,Business Analyst Kassen- und Revisionsprozess (w/m/d),dm-drogerie markt GmbH + Co.KG,Karlsruhe,Baden,Germany,1
Data Analyst,"AI Execution Expert (m/w/d), DEHN SE Neumarkt",DEHN SE,Neumarkt In Der Oberpfalz,,Germany,1
Data Analyst,Statistiker (m/w/d),RHEACELL GmbH & Co. KG,Heidelberg,Neckar,Germany,1
Data Analyst,CONTROLLER:IN (W/M/D),Delme-Werkstätten gemeinnützige GmbH,Bassum,,Germany,1
Data Analyst,B2C Product Analyst (w/md),Deutsche Glasfaser Holding GmbH,Düsseldorf,,Germany,1
Data Analyst,IT Application & KI Analyst,General Dynamics ELS-BS GmbH Eureopean Land Systems-Bridge Systems,Kaiserslautern,,Germany,1
Data Analyst,Engineering Coordinator (gn),Dock 22 GmbH,Hamburg,,Germany,1
Data Analyst,Statistiker (m/w/d),IU Internationale Hochschule,Düsseldorf,,Germany,1
Data Analyst,Statistiker (m/w/d),IU Internationale Hochschule,Hamburg,,Germany,1
Data Analyst,Datenanalyst (m/w/d) in Wiesbaden,Betriebskrankenkasse Linde,Wiesbaden,,Germany,1
Data Analyst,IT-Security-Senior (m/w/d) im Referat Informationssicherheit - Swisttal,Bundespolizeipräsidium,Swisttal,,Germany,1
Data Analyst,Datenanalyst (m/w/d) Produktion / Prozesse,Enayati Oberflächentechnik GmbH,Birkenfeld,Württemberg,Germany,1
Data Analyst,(Senior) Website Analyst – E-Commerce Management (w/m/d) / 1306,IONOS SE,Karlsruhe,Baden,Germany,1
Data Analyst,Referent Datenanalyse und Prüfprozesse (w/m/d),Kassenärztliche Vereinigung Rheinland-Pfalz,Trier,,Germany,1
Data Analyst,PowerBI Experte zur Visualisierung von Telematikdaten,emagine GmbH,Mannheim,,Germany,1
Data Analyst,Working Student - Competitive Intelligence Analyst (d/f/m),Airbus Defence and Space GmbH,München,,Germany,1
Data Analyst,App IT-Analyst*in (m/w/d/-) -congstar GmbH,Deutsche Telekom AG,Köln,,Germany,1
Data Analyst,Performance Reporting Manager (f/m/d),I. K. Hofmann GmbH,Düsseldorf,,Germany,1
Data Analyst,Mitarbeiter:in Reporting & Qualitätsmanagement Energiewirtschaft (m/w/d),naturstrom AG,Düsseldorf,,Germany,1
Data Analyst,Junior Controller (m/w/d) – Schwerpunkt Excel & Datenanalyse,ROOT GmbH,Mannheim,,Germany,1
Data Analyst,Software- & Datenbankentwickler (m/w/d) mit Fokus Automatisierung,KB Container GmbH,Schlüsselfeld,,Germany,1
Data Analyst,"Senior Pricing Analyst, Product Operations (Global Pricing)",Delivery Hero SE,Berlin,,Germany,1
Data Analyst,Referent:in Strategisches Medizincontrolling (DRG Analyst) (m/w/d),Helios Verwaltung Ost GmbH,Berlin,,Germany,1
Data Analyst,Lead-Business-Functional-Analyst---Risk,Deutsche Bank AG,Frankfurt Am Main,,Germany,1
Data Analyst,PreMaster Program - Purchasing Quality Analyst / REF252890H,Robert Bosch GmbH,Stuttgart,,Germany,1
Data Analyst,"Senior BI Consultant Analytics, Power BI (100%) (w/m/d), Deutschland, hybrid",HighCoordination GmbH,Singen (Hohentwiel),,Germany,1
Data Analyst,Senior Expert Customer Pricing (gn) Vollzeit/Teilzeit,DKV Euro Service GmbH + Co.KG,Ratingen,,Germany,1
Data Analyst,P&C Claims Innovation & AI Analyst (m/w/d),Hays AG,München,,Germany,1
Data Analyst,Cyber Security Engineer – Analyst SOC/SIEM (m/w/d),LEITWERK AG,Karlsruhe,Baden,Germany,1
Data Analyst,Mitarbeiter für die Datenrecherche und Verfolgung von Projekten (w/m/div.),Office People Personalmanagment GmbH Magdeburg,Magdeburg,,Germany,1
Data Analyst,Mitarbeiter Datenanalyse (m/w/d),Frontwork Personaldienste GmbH,Reutlingen,,Germany,1
Data Analyst,Experienced Performance & Digital Controlling Analyst (f/m/d),Siemens Energy Global GmbH & Co. KG,Mülheim An Der Ruhr,,Germany,1
Data Analyst,Referent Projekte & Schnittstellenkoordination (m/w/d) - Großhandel,Soennecken eG,Overath,Bergisches Land,Germany,1
Data Analyst,Senior Analyst - Forward Curve Modelling und Governance (f/m/d),E.ON SE,Essen,Ruhr,Germany,1
Data Analyst,Controller (m/w/d) mit Schwerpunkt REFA,DRK Blutspendedienst gGmbH,Springe,Deister,Germany,1
Data Analyst,Subject Matter Expert SME Analyst (f/m/d) - Procurement,Siemens Energy Global GmbH & Co. KG,Berlin,,Germany,1
Data Analyst,Identity & Access Management – Technology Management Senior Analyst (f/m/x),Deutsche Bank AG,Frankfurt Am Main,,Germany,1
Data Analyst,Product Analytics Manager (w/m/d),Bundesnotarkammer KdöR,Berlin,,Germany,1
Data Analyst,(Junior) Business Manager (m/w/d) befristet für 2 Jahre,HSBC Transaction Services GmbH,Düsseldorf,,Germany,1
Data Analyst,Anwendungsbetreuer Dataanalyst (m/w/d),Knappschaft Kliniken Solution GmbH,Bochum,,Germany,1
Data Analyst,Siemens Energy Graduate Program - Market and Competition Analyst (m/f/d),Siemens Energy Global GmbH & Co. KG,Erlangen,,Germany,1
Data Analyst,Mitarbeiter*(w/m/d) Manager Digitale Daten & Prozesse,Willtec Messtechnik GmbH & Co. KG,March,Breisgau,Germany,1
Data Analyst,Analytics Engineer (m/w/d) Remote,HD Toner GmbH,Uelzen,Lüneburger Heide,Germany,1
Data Analyst,Senior Manager Product Data (m/w/d),Fiege Logistik Holding Stiftung & Co. KG,Hamburg,,Germany,1
Data Analyst,Data Engineer (m/w/d),ALDI Einkauf SE & Co. OHG,Essen,Ruhr,Germany,1
Data Analyst,Digital Governance Specialist (f/m/d),Siemens Energy Global GmbH & Co. KG,Erlangen,,Germany,1
Data Analyst,Data Quality Manager (f/m/d),Siemens Energy Global GmbH & Co. KG,Erlangen,,Germany,1
Data Analyst,Data Warehouse Entwickler (m/w/d),MeisterWerke Schulte GmbH,Rüthen,,Germany,1
Data Analyst,"Teamlead Applied Data Engineering & Science (m/w/d),Berlin,Waldenburg,München",Würth Elektronik eiSos GmbH & Co. KG,Waldenburg,Württemberg,Germany,1
Data Analyst,Process Mining Expert (m/w/d),apetito AG,Rheine,,Germany,1
Data Analyst,Senior HR Technology & Data Specialist (m/w/d),Hoffmann SE,München,,Germany,1
Data Analyst,Data Vault Architect (m/w/d),FERCHAU GmbH Niederlassung Rostock,Rostock,,Germany,1
Data Analyst,Warehouse Specialist (m/w/d),blackned GmbH,Heimertingen,,Germany,1
Data Analyst,"Data Engineer (m/w/d), Kupferhammer",MöllerGroup GmbH,Bielefeld,,Germany,1
Data Analyst,Consultant - Business Analyst Customer Data (m/w/d),Mercedes-Benz Group AG,Leinfelden-Echterdingen,,Germany,1
Data Analyst,"Data Engineer (m/w/d), Zentrale",Bartels-Langness Handelsgesellschaft mbH & Co. KG,Kiel,,Germany,1
Data Analyst,Spezialist Datenmanagement (m/w/d),FERCHAU GmbH Niederlassung Stuttgart Mobility,Stuttgart,,Germany,1
Data Analyst,Data Architect (m/w/d),Windhoff Software Services GmbH,Gescher,,Germany,1
Data Analyst,Service & Application Owner (m/w/d) Data Warehouse / Data Platform,BHS Bad Homburger Servicegesellschaft mbH,Bad Vilbel,,Germany,1
Data Analyst,Data Warehouse Spezialist (m/w/d),FERCHAU GmbH Niederlassung Stuttgart Mobility,Stuttgart,,Germany,1
Data Analyst,"Senior Data Engineer (m/w/d), München",JobRad® Loop,München,,Germany,1
Data Analyst,"SENIOR CONSULTANT DATA PLATFORMS & AI (M/W/D), Hannover",Cratos GmbH,Hannover,,Germany,1
Data Analyst,"Data Engineer (m/w/d),Berlin,Herzebrock,Hamm",Tennis-Point,Berlin,,Germany,1
Data Analyst,Controller m/w/d,serviceline Personal-Management GmbH & Co.KG,Berlin,,Germany,1
Data Analyst,Business Intelligence Specialist (m/w/d),CHEFS CULINAR West GmbH & Co. KG,Weeze,,Germany,1
Data Analyst,Data Architect (m/w/d),FISHBULL Franz Fischer SE & Co. KG,Neustadt Bei Coburg,,Germany,1
Data Analyst,"Data & AI Manager (m/w/d), Wangen im Allgäu",Hermann Waldner GmbH & Co. KG,Wangen Im Allgäu,,Germany,1
Data Analyst,Data Engineer (m/w/d),Ashampoo GmbH & Co. KG,Rastede,,Germany,1
Data Analyst,Data Analytics Engineer (w/m/d),freenet,Hamburg,,Germany,1
Data Analyst,Senior Data & Analytics Architekt (m/w/d),Windhoff Software Services GmbH,Gescher,,Germany,1
Data Analyst,Data Governance Specialist (f/m/d),Siemens Energy Global GmbH & Co. KG,Erlangen,,Germany,1
Data Analyst,Senior Data Platform Engineer,CompuSafe Data Systems AG,Unterföhring,,Germany,1
Data Analyst,Senior Data Engineer People Analytics (w/m/d),dmTECH GmbH,Karlsruhe,Baden,Germany,1
Data Analyst,IT Analyst Software License Compliance (m/w/d),Deloitte GmbH,Leipzig,,Germany,1
Data Analyst,Big Data Specialist* Cloud Services,inovex GmbH,Berlin,,Germany,1
Data Analyst,"Lead Data Engineer (w/m/d) - infas 360, Bonn infas 360",Ipsos GmbH,Bonn,,Germany,1
Data Analyst,Business Intelligence Engineer (m/w/d) - Marketing & Loyalty Analytics,ALDI Einkauf SE & Co. OHG,Essen,Ruhr,Germany,1
Data Analyst,"Consultant - Business Analyst Customer Data (m/w/d), MC Center",Mercedes-Benz Consulting GmbH,Leinfelden-Echterdingen,,Germany,1
Data Analyst,Business Analyst Data Migration Versicherung (all genders),msg life central europe gmbh,Köln,,Germany,1
Data Analyst,"Data Expert (m/w/d) - KPIs & Business Analytics, Headquarter",Dornbracht GmbH & Co. KG,Iserlohn,,Germany,1
Data Analyst,(Senior) Manager Data Leakage Prevention Strategist (m/w/d),Deloitte GmbH,Berlin,,Germany,1
Data Analyst,Business Analyst / Consultant Strategieberatung - Monitor Deloitte (m/w/d),Deloitte GmbH,Berlin,,Germany,1
Data Analyst,"(Senior) Consultant (m/w/d) Data & Analytics, Controlling / Planung",Windhoff Software Services GmbH,Gescher,,Germany,1
Data Analyst,IT Application Specialist  - ERP & Data Analytics (m/w/d),Luther Rechtsanwaltsgesellschaft mbH,Köln,,Germany,1
Data Analyst,Mitarbeiter*in Data Warehouse (m/w/d) mit Schwerpunkt SQL,Kathrin Trost REDER Personalberatung,Köln,,Germany,1
Data Analyst,"Data, Process & Project Manager (d/w/m), Plan International Deutschland e.V.",Plan International Deutschland e.V.,Hamburg,,Germany,1
Data Analyst,NTT DATA Deutschland SE: Senior Business Analyst - Core Insurance (m/w/x) Guidewire & Business Proce,NTT DATA Deutschland SE,Hamburg,,Germany,1
Data Analyst,Business Analyst / Consultant (m/w/d) Enterprise Resource Planning (ERP),Deloitte GmbH,Düsseldorf,,Germany,1
Data Analyst,Consultant Data & Analytics (m/w/d),Schwarz Digits,Neckarsulm,,Germany,1
Data Analyst,Data Analytics Architekt (m/w/d),AraCom IT Services,Kamp-Lintfort,,Germany,1
Data Analyst,mgm technology partners GmbH: Data Warehouse Experte (m/w/d),mgm technology partners GmbH,Hamburg,,Germany,1
Data Analyst,Business Analyst / Data Architect (d/f/m),Airbus Operations GmbH Werk Bremen,Hamburg,,Germany,1
Data Analyst,"Remote (Senior) Consultant (m/w/d) Data & Analytics, Controlling / Planung",Windhoff Software Services GmbH,Gescher,,Germany,1
Data Analyst,"Strategic Global Master Data Manager (SAP S/4HANA)(m/w/d), Hamburg",Alfred E. Tiefenbacher,Hamburg,,Germany,1
Data Analyst,"Business Analyst Data Migration Versicherung (all genders) beim führenden Anbieter von Software, Ber",msg life central europe gmbh,Leinfelden-Echterdingen,,Germany,1
Data Analyst,Junior Consultant Data Analytics (m/w/d),PROMATIS software,Ettlingen,,Germany,1
Data Analyst,# Strategic Initiatives Specialist (d/m/w),Deutsche Bank AG,Frankfurt Am Main,,Germany,1
Data Analyst,IT Application Specialist  - ERP & Data Analytics (m/w/d),Luther Rechtsanwaltsgesellschaft mbH,Leipzig,,Germany,1
Data Analyst,Legal Graduate / (Associate) Labor Relations Partner - (m/w/d),Tesla Germany GmbH,Berlin,,Germany,1
Data Analyst,Remote Consultant (m/w/d) SAP BW / SAP Datasphere,Windhoff Software Services GmbH,Gescher,,Germany,1
Data Analyst,(Senior) Consultant (m/w/d) SAP BW / SAP Datasphere,Windhoff Software Services GmbH,Gescher,,Germany,1
Data Analyst,Business Intelligence und Data Analytics Consultant (m/w/d),accantec,Köln,,Germany,1
Data Analyst,ERP Expert Data Analytics & Reporting - SAP S/4HANA (m/w/d),PERI Group,Weißenhorn,,Germany,1
Data Analyst,NTT DATA Business Solutions Global Managed Services GmbH: SAP Berater:in für Business Analytics - Fo,NTT DATA Business Solutions Global Managed Services GmbH,Hamburg,,Germany,1
Data Analyst,Junior Consultant Data & AI (m/w/d),ORAYLIS GmbH,Meerbusch,,Germany,1
Data Analyst,Quereinsteiger Physiker / Mathematiker als Software Engineer Data Analytics (mwd),HMS Analytical Software,Ulm,Donau,Germany,1
Data Analyst,(Senior) Consultant Data & Analytics (all genders),noventum consulting,Münster,Westfalen,Germany,1
Data Analyst,Key Account Manager – Data & Analytics-Lösungen (m/w/d),Infomotion GmbH,Frankfurt Am Main,,Germany,1
Data Analyst,(Senior) Developer Reporting SAP Analytics & Business Data Cloud (m/w/d),Ernsting's family,Coesfeld,,Germany,1
Data Analyst,Senior Data Processing & Reporting Architect (m/w/d),ORDIX AG,Augsburg,Bayern,Germany,1
Data Engineer,Data Engineer (m/w/d),FERCHAU GmbH Niederlassung Osnabrück,Osnabrück,,Germany,1
Data Engineer,Data Engineer (m/w/d),FERCHAU GmbH Niederlassung Köln,Köln,,Germany,1
Data Engineer,Data Engineer (m/w/d),FERCHAU GmbH Niederlassung Bielefeld,Bielefeld,,Germany,1
Data Engineer,Data Engineer (m/w/d),FERCHAU GmbH Niederlassung Rosenheim,Gmund Am Tegernsee,,Germany,1
Data Engineer,Data Engineer (m/w/d),FERCHAU GmbH Niederlassung Rosenheim,Siegsdorf,Oberbayern,Germany,1
Data Engineer,Data Engineer (m/w/d),FERCHAU GmbH Niederlassung Rosenheim,Engelsberg,Oberbayern,Germany,1
Data Engineer,Data Engineer (w/m/d),TÜV SÜD AG,München,,Germany,1
Data Engineer,Data Engineer (m/w/d),MISUMI EUROPA GmbH,Frankfurt Am Main,,Germany,1
Data Engineer,Data Engineer (m/w/d),Bartels-Langness Handels GmbH & CoKG,Kiel,,Germany,1
Data Engineer,Senior Data Engineer (m/w/d),FERCHAU GmbH Niederlassung Oldenburg,Lemwerder,,Germany,1
Data Engineer,Data Engineer (m/w/d),CreditPlus Bank AG,Stuttgart,,Germany,1
Data Engineer,Big Data Engineer (m/w/d),FERCHAU GmbH Niederlassung Leipzig,Leipzig,,Germany,1
Data Engineer,SAP Data Engineer (m/w/d),MERKUR.COM AG,Espelkamp,,Germany,1
Data Engineer,Data Engineer (m/w/d),Atruvia AG,Münster,Westfalen,Germany,1
Data Engineer,Data Engineer (m/w/d),Bartels-Langness Handelsgesellschaft mbH & Co. KG,Kiel,,Germany,1
Data Engineer,Data Engineer (w/m/d),Hamburger Hochbahn AG,Hamburg,,Germany,1
Data Engineer,Data Engineer (m/w/d),TKMS GmbH,Kiel,,Germany,1
Data Engineer,Data Engineer (m/w/d),CodeCamp:N GmbH,Nürnberg,Mittelfranken,Germany,1
Data Engineer,Senior Data Engineer (m/w/d),Vodafone GmbH,Unterföhring,,Germany,1
Data Engineer,Data Engineer (m/w/d),Randstad Professional,Mannheim,,Germany,1
Data Engineer,Data Engineer (m/w/d),Diehl Defence GmbH & Co. KG,Nonnweiler,,Germany,1
Data Engineer,Data Engineer (m/w/d),Giesecke+Devrient GmbH,Gmund Am Tegernsee,,Germany,1
Data Engineer,Data Engineer (m/w/d),Bergfreunde GmbH,Kirchentellinsfurt,,Germany,1
Data Engineer,Data Engineer (m/w/x),Reiser Simulation and Training GmbH,Berg,Starnberger See,Germany,1
Data Engineer,Senior Data Engineer (m/w/d),Tesla Germany GmbH,Berlin,,Germany,1
Data Engineer,Data Engineer SOC (m/w/d),IBH connect GmbH,Dresden,,Germany,1
Data Engineer,Data Engineer (w/m/d) Schwerpunkt SAP Analytics,Teckentrup GmbH & Co. KG,Verl,,Germany,1
Data Engineer,Data Engineer Datenplattform (m/w/d),EDEKA IT Stiftung & Co. OHG,Hamburg,,Germany,1
Data Engineer,Data Engineer,alfatraining Bildungszentrum GmbH,Düsseldorf,,Germany,1
Data Engineer,Data Engineer,alfatraining Bildungszentrum GmbH,Ulm,Donau,Germany,1
Data Engineer,IT Specialist/Data Engineer (m/w/d),Heli Service International GmbH,Emden,Ostfriesland,Germany,1
Data Engineer,Customer Data Engineer (w/m/d),Maingau Energie GmbH,Obertshausen,,Germany,1
